ID,target
TEST_07348,17
TEST_07349,9
TEST_07350,12
TEST_07351,10
TEST_07352,6
TEST_07353,10
TEST_07354,1
TEST_07355,16
TEST_07356,8
TEST_07357,1
TEST_07358,7
TEST_07359,16
TEST_07360,16
TEST_07361,0
TEST_07362,0
TEST_07363,3
TEST_07364,20
TEST_07365,4
TEST_07366,18
TEST_07367,4
TEST_07368,0
TEST_07369,9
TEST_07370,0
TEST_07371,15
TEST_07372,19
TEST_07373,9
TEST_07374,8
TEST_07375,0
TEST_07376,8
TEST_07377,10
TEST_07378,8
TEST_07379,17
TEST_07380,14
TEST_07381,13
TEST_07382,4
TEST_07383,7
TEST_07384,14
TEST_07385,9
TEST_07386,5
TEST_07387,10
TEST_07388,5
TEST_07389,15
TEST_07390,6
TEST_07391,9
TEST_07392,4
TEST_07393,7
TEST_07394,7
TEST_07395,12
TEST_07396,1
TEST_07397,11
TEST_07398,10
TEST_07399,8
TEST_07400,9
TEST_07401,20
TEST_07402,5
TEST_07403,14
TEST_07404,20
TEST_07405,6
TEST_07406,19
TEST_07407,6
TEST_07408,8
TEST_07409,7
TEST_07410,9
TEST_07411,3
TEST_07412,11
TEST_07413,5
TEST_07414,16
TEST_07415,9
TEST_07416,8
TEST_07417,12
TEST_07418,16
TEST_07419,9
TEST_07420,6
TEST_07421,3
TEST_07422,4
TEST_07423,20
TEST_07424,6
TEST_07425,1
TEST_07426,6
TEST_07427,16
TEST_07428,3
TEST_07429,10
TEST_07430,18
TEST_07431,4
TEST_07432,17
TEST_07433,10
TEST_07434,8
TEST_07435,18
TEST_07436,15
TEST_07437,10
TEST_07438,14
TEST_07439,16
TEST_07440,3
TEST_07441,6
TEST_07442,12
TEST_07443,20
TEST_07444,5
TEST_07445,12
TEST_07446,18
TEST_07447,0
TEST_07448,14
TEST_07449,16
TEST_07450,4
TEST_07451,16
TEST_07452,17
TEST_07453,7
TEST_07454,9
TEST_07455,6
TEST_07456,15
TEST_07457,1
TEST_07458,5
TEST_07459,3
TEST_07460,10
TEST_07461,12
TEST_07462,8
TEST_07463,12
TEST_07464,9
TEST_07465,12
TEST_07466,9
TEST_07467,15
TEST_07468,9
TEST_07469,5
TEST_07470,15
TEST_07471,18
TEST_07472,14
TEST_07473,13
TEST_07474,12
TEST_07475,20
TEST_07476,8
TEST_07477,11
TEST_07478,12
TEST_07479,5
TEST_07480,1
TEST_07481,20
TEST_07482,3
TEST_07483,10
TEST_07484,10
TEST_07485,11
TEST_07486,4
TEST_07487,17
TEST_07488,6
TEST_07489,8
TEST_07490,12
TEST_07491,3
TEST_07492,19
TEST_07493,10
TEST_07494,6
TEST_07495,17
TEST_07496,20
TEST_07497,6
TEST_07498,4
TEST_07499,0
TEST_07500,5
TEST_07501,17
TEST_07502,12
TEST_07503,0
TEST_07504,12
TEST_07505,20
TEST_07506,20
TEST_07507,17
TEST_07508,12
TEST_07509,12
TEST_07510,5
TEST_07511,16
TEST_07512,3
TEST_07513,17
TEST_07514,7
TEST_07515,18
TEST_07516,17
TEST_07517,18
TEST_07518,15
TEST_07519,15
TEST_07520,13
TEST_07521,14
TEST_07522,19
TEST_07523,16
TEST_07524,0
TEST_07525,11
TEST_07526,1
TEST_07527,8
TEST_07528,12
TEST_07529,12
TEST_07530,9
TEST_07531,3
TEST_07532,3
TEST_07533,15
TEST_07534,8
TEST_07535,14
TEST_07536,15
TEST_07537,6
TEST_07538,7
TEST_07539,17
TEST_07540,13
TEST_07541,3
TEST_07542,12
TEST_07543,3
TEST_07544,10
TEST_07545,18
TEST_07546,6
TEST_07547,6
TEST_07548,10
TEST_07549,8
TEST_07550,12
TEST_07551,20
TEST_07552,12
TEST_07553,20
TEST_07554,13
TEST_07555,15
TEST_07556,8
TEST_07557,12
TEST_07558,17
TEST_07559,20
TEST_07560,17
TEST_07561,9
TEST_07562,4
TEST_07563,9
TEST_07564,16
TEST_07565,2
TEST_07566,17
TEST_07567,1
TEST_07568,20
TEST_07569,10
TEST_07570,18
TEST_07571,10
TEST_07572,17
TEST_07573,16
TEST_07574,14
TEST_07575,0
TEST_07576,1
TEST_07577,14
TEST_07578,1
TEST_07579,13
TEST_07580,19
TEST_07581,20
TEST_07582,12
TEST_07583,6
TEST_07584,8
TEST_07585,9
TEST_07586,17
TEST_07587,3
TEST_07588,6
TEST_07589,12
TEST_07590,20
TEST_07591,3
TEST_07592,8
TEST_07593,14
TEST_07594,6
TEST_07595,4
TEST_07596,20
TEST_07597,4
TEST_07598,1
TEST_07599,19
TEST_07600,11
TEST_07601,0
TEST_07602,6
TEST_07603,4
TEST_07604,19
TEST_07605,4
TEST_07606,19
TEST_07607,4
TEST_07608,1
TEST_07609,13
TEST_07610,5
TEST_07611,3
TEST_07612,11
TEST_07613,0
TEST_07614,3
TEST_07615,0
TEST_07616,11
TEST_07617,15
TEST_07618,15
TEST_07619,8
TEST_07620,1
TEST_07621,8
TEST_07622,4
TEST_07623,7
TEST_07624,10
TEST_07625,16
TEST_07626,2
TEST_07627,12
TEST_07628,7
TEST_07629,8
TEST_07630,12
TEST_07631,19
TEST_07632,12
TEST_07633,4
TEST_07634,6
TEST_07635,3
TEST_07636,13
TEST_07637,9
TEST_07638,10
TEST_07639,11
TEST_07640,15
TEST_07641,20
TEST_07642,10
TEST_07643,1
TEST_07644,8
TEST_07645,1
TEST_07646,8
TEST_07647,11
TEST_07648,10
TEST_07649,18
TEST_07650,3
TEST_07651,8
TEST_07652,8
TEST_07653,11
TEST_07654,5
TEST_07655,12
TEST_07656,6
TEST_07657,12
TEST_07658,1
TEST_07659,15
TEST_07660,1
TEST_07661,0
TEST_07662,0
TEST_07663,18
TEST_07664,11
TEST_07665,12
TEST_07666,20
TEST_07667,11
TEST_07668,12
TEST_07669,8
TEST_07670,12
TEST_07671,2
TEST_07672,7
TEST_07673,16
TEST_07674,19
TEST_07675,4
TEST_07676,14
TEST_07677,13
TEST_07678,15
TEST_07679,3
TEST_07680,14
TEST_07681,2
TEST_07682,12
TEST_07683,13
TEST_07684,2
TEST_07685,8
TEST_07686,20
TEST_07687,11
TEST_07688,3
TEST_07689,9
TEST_07690,13
TEST_07691,2
TEST_07692,10
TEST_07693,14
TEST_07694,12
TEST_07695,20
TEST_07696,13
TEST_07697,14
TEST_07698,6
TEST_07699,1
TEST_07700,15
TEST_07701,12
TEST_07702,11
TEST_07703,17
TEST_07704,8
TEST_07705,15
TEST_07706,3
TEST_07707,1
TEST_07708,17
TEST_07709,12
TEST_07710,8
TEST_07711,17
TEST_07712,18
TEST_07713,12
TEST_07714,10
TEST_07715,12
TEST_07716,15
TEST_07717,11
TEST_07718,0
TEST_07719,15
TEST_07720,7
TEST_07721,9
TEST_07722,14
TEST_07723,10
TEST_07724,15
TEST_07725,12
TEST_07726,13
TEST_07727,1
TEST_07728,6
TEST_07729,9
TEST_07730,9
TEST_07731,5
TEST_07732,19
TEST_07733,12
TEST_07734,12
TEST_07735,20
TEST_07736,12
TEST_07737,8
TEST_07738,16
TEST_07739,12
TEST_07740,14
TEST_07741,0
TEST_07742,10
TEST_07743,0
TEST_07744,17
TEST_07745,0
TEST_07746,9
TEST_07747,17
TEST_07748,2
TEST_07749,11
TEST_07750,9
TEST_07751,10
TEST_07752,1
TEST_07753,16
TEST_07754,3
TEST_07755,12
TEST_07756,17
TEST_07757,19
TEST_07758,8
TEST_07759,13
TEST_07760,7
TEST_07761,12
TEST_07762,7
TEST_07763,8
TEST_07764,2
TEST_07765,14
TEST_07766,8
TEST_07767,14
TEST_07768,11
TEST_07769,16
TEST_07770,11
TEST_07771,7
TEST_07772,16
TEST_07773,5
TEST_07774,20
TEST_07775,2
TEST_07776,6
TEST_07777,4
TEST_07778,12
TEST_07779,19
TEST_07780,12
TEST_07781,20
TEST_07782,6
TEST_07783,8
TEST_07784,8
TEST_07785,14
TEST_07786,14
TEST_07787,18
TEST_07788,1
TEST_07789,8
TEST_07790,7
TEST_07791,4
TEST_07792,20
TEST_07793,15
TEST_07794,14
TEST_07795,17
TEST_07796,0
TEST_07797,7
TEST_07798,7
TEST_07799,8
TEST_07800,12
TEST_07801,9
TEST_07802,0
TEST_07803,17
TEST_07804,12
TEST_07805,12
TEST_07806,13
TEST_07807,2
TEST_07808,3
TEST_07809,16
TEST_07810,7
TEST_07811,2
TEST_07812,4
TEST_07813,12
TEST_07814,16
TEST_07815,15
TEST_07816,10
TEST_07817,7
TEST_07818,20
TEST_07819,9
TEST_07820,13
TEST_07821,10
TEST_07822,18
TEST_07823,3
TEST_07824,15
TEST_07825,15
TEST_07826,20
TEST_07827,2
TEST_07828,16
TEST_07829,15
TEST_07830,3
TEST_07831,13
TEST_07832,18
TEST_07833,8
TEST_07834,2
TEST_07835,15
TEST_07836,18
TEST_07837,10
TEST_07838,14
TEST_07839,12
TEST_07840,12
TEST_07841,11
TEST_07842,11
TEST_07843,0
TEST_07844,17
TEST_07845,8
TEST_07846,10
TEST_07847,12
TEST_07848,4
TEST_07849,8
TEST_07850,9
TEST_07851,11
TEST_07852,12
TEST_07853,19
TEST_07854,18
TEST_07855,15
TEST_07856,1
TEST_07857,2
TEST_07858,8
TEST_07859,6
TEST_07860,5
TEST_07861,0
TEST_07862,19
TEST_07863,3
TEST_07864,13
TEST_07865,9
TEST_07866,7
TEST_07867,9
TEST_07868,10
TEST_07869,13
TEST_07870,19
TEST_07871,0
TEST_07872,20
TEST_07873,20
TEST_07874,14
TEST_07875,7
TEST_07876,12
TEST_07877,11
TEST_07878,19
TEST_07879,17
TEST_07880,2
TEST_07881,13
TEST_07882,14
TEST_07883,13
TEST_07884,3
TEST_07885,5
TEST_07886,3
TEST_07887,11
TEST_07888,8
TEST_07889,12
TEST_07890,1
TEST_07891,2
TEST_07892,2
TEST_07893,3
TEST_07894,6
TEST_07895,20
TEST_07896,3
TEST_07897,8
TEST_07898,4
TEST_07899,17
TEST_07900,10
TEST_07901,6
TEST_07902,5
TEST_07903,10
TEST_07904,15
TEST_07905,13
TEST_07906,5
TEST_07907,12
TEST_07908,4
TEST_07909,8
TEST_07910,0
TEST_07911,3
TEST_07912,12
TEST_07913,8
TEST_07914,14
TEST_07915,4
TEST_07916,16
TEST_07917,20
TEST_07918,7
TEST_07919,15
TEST_07920,6
TEST_07921,19
TEST_07922,19
TEST_07923,19
TEST_07924,3
TEST_07925,10
TEST_07926,1
TEST_07927,16
TEST_07928,17
TEST_07929,15
TEST_07930,4
TEST_07931,9
TEST_07932,4
TEST_07933,1
TEST_07934,11
TEST_07935,9
TEST_07936,6
TEST_07937,8
TEST_07938,11
TEST_07939,10
TEST_07940,14
TEST_07941,6
TEST_07942,8
TEST_07943,6
TEST_07944,1
TEST_07945,4
TEST_07946,6
TEST_07947,0
TEST_07948,6
TEST_07949,10
TEST_07950,10
TEST_07951,12
TEST_07952,17
TEST_07953,19
TEST_07954,7
TEST_07955,15
TEST_07956,12
TEST_07957,6
TEST_07958,20
TEST_07959,13
TEST_07960,8
TEST_07961,13
TEST_07962,19
TEST_07963,19
TEST_07964,11
TEST_07965,3
TEST_07966,13
TEST_07967,19
TEST_07968,3
TEST_07969,13
TEST_07970,15
TEST_07971,12
TEST_07972,5
TEST_07973,7
TEST_07974,11
TEST_07975,12
TEST_07976,20
TEST_07977,4
TEST_07978,8
TEST_07979,0
TEST_07980,19
TEST_07981,11
TEST_07982,12
TEST_07983,6
TEST_07984,8
TEST_07985,2
TEST_07986,0
TEST_07987,4
TEST_07988,7
TEST_07989,3
TEST_07990,12
TEST_07991,12
TEST_07992,12
TEST_07993,4
TEST_07994,6
TEST_07995,0
TEST_07996,14
TEST_07997,11
TEST_07998,4
TEST_07999,11
TEST_08000,16
TEST_08001,15
TEST_08002,16
TEST_08003,17
TEST_08004,20
TEST_08005,14
TEST_08006,8
TEST_08007,12
TEST_08008,8
TEST_08009,12
TEST_08010,2
TEST_08011,15
TEST_08012,17
TEST_08013,5
TEST_08014,13
TEST_08015,12
TEST_08016,1
TEST_08017,12
TEST_08018,2
TEST_08019,13
TEST_08020,6
TEST_08021,4
TEST_08022,2
TEST_08023,8
TEST_08024,1
TEST_08025,5
TEST_08026,6
TEST_08027,6
TEST_08028,16
TEST_08029,19
TEST_08030,17
TEST_08031,16
TEST_08032,20
TEST_08033,16
TEST_08034,12
TEST_08035,19
TEST_08036,6
TEST_08037,3
TEST_08038,5
TEST_08039,7
TEST_08040,6
TEST_08041,15
TEST_08042,12
TEST_08043,2
TEST_08044,10
TEST_08045,15
TEST_08046,9
TEST_08047,1
TEST_08048,4
TEST_08049,16
TEST_08050,6
TEST_08051,5
TEST_08052,12
TEST_08053,13
TEST_08054,11
TEST_08055,20
TEST_08056,6
TEST_08057,2
TEST_08058,13
TEST_08059,3
TEST_08060,16
TEST_08061,12
TEST_08062,7
TEST_08063,9
TEST_08064,13
TEST_08065,8
TEST_08066,12
TEST_08067,8
TEST_08068,19
TEST_08069,15
TEST_08070,5
TEST_08071,5
TEST_08072,18
TEST_08073,1
TEST_08074,19
TEST_08075,12
TEST_08076,8
TEST_08077,11
TEST_08078,15
TEST_08079,14
TEST_08080,15
TEST_08081,4
TEST_08082,17
TEST_08083,7
TEST_08084,9
TEST_08085,2
TEST_08086,0
TEST_08087,0
TEST_08088,5
TEST_08089,16
TEST_08090,6
TEST_08091,3
TEST_08092,12
TEST_08093,12
TEST_08094,18
TEST_08095,12
TEST_08096,6
TEST_08097,3
TEST_08098,17
TEST_08099,13
TEST_08100,8
TEST_08101,12
TEST_08102,0
TEST_08103,2
TEST_08104,13
TEST_08105,3
TEST_08106,4
TEST_08107,11
TEST_08108,8
TEST_08109,3
TEST_08110,14
TEST_08111,12
TEST_08112,2
TEST_08113,8
TEST_08114,5
TEST_08115,7
TEST_08116,5
TEST_08117,17
TEST_08118,12
TEST_08119,12
TEST_08120,13
TEST_08121,5
TEST_08122,7
TEST_08123,8
TEST_08124,3
TEST_08125,16
TEST_08126,15
TEST_08127,9
TEST_08128,2
TEST_08129,13
TEST_08130,7
TEST_08131,1
TEST_08132,10
TEST_08133,12
TEST_08134,4
TEST_08135,20
TEST_08136,20
TEST_08137,10
TEST_08138,12
TEST_08139,6
TEST_08140,4
TEST_08141,6
TEST_08142,12
TEST_08143,13
TEST_08144,12
TEST_08145,6
TEST_08146,10
TEST_08147,5
TEST_08148,6
TEST_08149,12
TEST_08150,14
TEST_08151,1
TEST_08152,14
TEST_08153,12
TEST_08154,3
TEST_08155,18
TEST_08156,3
TEST_08157,4
TEST_08158,17
TEST_08159,9
TEST_08160,16
TEST_08161,2
TEST_08162,1
TEST_08163,14
TEST_08164,12
TEST_08165,9
TEST_08166,16
TEST_08167,17
TEST_08168,10
TEST_08169,0
TEST_08170,12
TEST_08171,11
TEST_08172,15
TEST_08173,3
TEST_08174,20
TEST_08175,12
TEST_08176,13
TEST_08177,5
TEST_08178,12
TEST_08179,3
TEST_08180,0
TEST_08181,9
TEST_08182,6
TEST_08183,7
TEST_08184,16
TEST_08185,7
TEST_08186,20
TEST_08187,11
TEST_08188,12
TEST_08189,17
TEST_08190,8
TEST_08191,17
TEST_08192,12
TEST_08193,2
TEST_08194,8
TEST_08195,14
TEST_08196,13
TEST_08197,19
TEST_08198,20
TEST_08199,17
TEST_08200,8
TEST_08201,9
TEST_08202,8
TEST_08203,14
TEST_08204,12
TEST_08205,3
TEST_08206,9
TEST_08207,6
TEST_08208,3
TEST_08209,0
TEST_08210,19
TEST_08211,6
TEST_08212,0
TEST_08213,19
TEST_08214,8
TEST_08215,6
TEST_08216,3
TEST_08217,20
TEST_08218,9
TEST_08219,3
TEST_08220,2
TEST_08221,8
TEST_08222,4
TEST_08223,1
TEST_08224,11
TEST_08225,12
TEST_08226,12
TEST_08227,11
TEST_08228,5
TEST_08229,14
TEST_08230,12
TEST_08231,14
TEST_08232,15
TEST_08233,19
TEST_08234,7
TEST_08235,13
TEST_08236,17
TEST_08237,10
TEST_08238,19
TEST_08239,17
TEST_08240,9
TEST_08241,18
TEST_08242,4
TEST_08243,17
TEST_08244,8
TEST_08245,16
TEST_08246,13
TEST_08247,9
TEST_08248,10
TEST_08249,10
TEST_08250,5
TEST_08251,0
TEST_08252,12
TEST_08253,12
TEST_08254,0
TEST_08255,12
TEST_08256,5
TEST_08257,16
TEST_08258,1
TEST_08259,7
TEST_08260,6
TEST_08261,16
TEST_08262,9
TEST_08263,2
TEST_08264,2
TEST_08265,16
TEST_08266,10
TEST_08267,13
TEST_08268,0
TEST_08269,2
TEST_08270,19
TEST_08271,8
TEST_08272,19
TEST_08273,5
TEST_08274,7
TEST_08275,15
TEST_08276,9
TEST_08277,15
TEST_08278,15
TEST_08279,6
TEST_08280,16
TEST_08281,12
TEST_08282,12
TEST_08283,12
TEST_08284,17
TEST_08285,9
TEST_08286,16
TEST_08287,7
TEST_08288,12
TEST_08289,4
TEST_08290,18
TEST_08291,10
TEST_08292,20
TEST_08293,13
TEST_08294,8
TEST_08295,5
TEST_08296,1
TEST_08297,12
TEST_08298,16
TEST_08299,9
TEST_08300,6
TEST_08301,4
TEST_08302,3
TEST_08303,0
TEST_08304,4
TEST_08305,8
TEST_08306,8
TEST_08307,9
TEST_08308,6
TEST_08309,16
TEST_08310,17
TEST_08311,20
TEST_08312,19
TEST_08313,2
TEST_08314,12
TEST_08315,10
TEST_08316,0
TEST_08317,11
TEST_08318,3
TEST_08319,2
TEST_08320,5
TEST_08321,6
TEST_08322,8
TEST_08323,5
TEST_08324,20
TEST_08325,10
TEST_08326,17
TEST_08327,9
TEST_08328,15
TEST_08329,9
TEST_08330,13
TEST_08331,12
TEST_08332,12
TEST_08333,13
TEST_08334,2
TEST_08335,0
TEST_08336,13
TEST_08337,8
TEST_08338,15
TEST_08339,6
TEST_08340,3
TEST_08341,14
TEST_08342,16
TEST_08343,5
TEST_08344,17
TEST_08345,20
TEST_08346,10
TEST_08347,7
TEST_08348,14
TEST_08349,7
TEST_08350,4
TEST_08351,12
TEST_08352,12
TEST_08353,17
TEST_08354,9
TEST_08355,12
TEST_08356,20
TEST_08357,0
TEST_08358,13
TEST_08359,5
TEST_08360,7
TEST_08361,17
TEST_08362,13
TEST_08363,15
TEST_08364,8
TEST_08365,2
TEST_08366,19
TEST_08367,3
TEST_08368,12
TEST_08369,1
TEST_08370,5
TEST_08371,10
TEST_08372,15
TEST_08373,3
TEST_08374,9
TEST_08375,4
TEST_08376,18
TEST_08377,11
TEST_08378,12
TEST_08379,8
TEST_08380,12
TEST_08381,1
TEST_08382,17
TEST_08383,0
TEST_08384,17
TEST_08385,0
TEST_08386,20
TEST_08387,18
TEST_08388,8
TEST_08389,0
TEST_08390,20
TEST_08391,5
TEST_08392,6
TEST_08393,20
TEST_08394,11
TEST_08395,19
TEST_08396,9
TEST_08397,17
TEST_08398,14
TEST_08399,0
TEST_08400,13
TEST_08401,19
TEST_08402,3
TEST_08403,9
TEST_08404,11
TEST_08405,19
TEST_08406,4
TEST_08407,7
TEST_08408,12
TEST_08409,12
TEST_08410,18
TEST_08411,17
TEST_08412,19
TEST_08413,20
TEST_08414,11
TEST_08415,5
TEST_08416,5
TEST_08417,5
TEST_08418,14
TEST_08419,13
TEST_08420,13
TEST_08421,3
TEST_08422,10
TEST_08423,19
TEST_08424,11
TEST_08425,13
TEST_08426,8
TEST_08427,0
TEST_08428,5
TEST_08429,4
TEST_08430,10
TEST_08431,12
TEST_08432,12
TEST_08433,15
TEST_08434,20
TEST_08435,12
TEST_08436,12
TEST_08437,5
TEST_08438,12
TEST_08439,2
TEST_08440,20
TEST_08441,12
TEST_08442,16
TEST_08443,3
TEST_08444,3
TEST_08445,10
TEST_08446,9
TEST_08447,10
TEST_08448,17
TEST_08449,2
TEST_08450,3
TEST_08451,6
TEST_08452,19
TEST_08453,14
TEST_08454,14
TEST_08455,3
TEST_08456,19
TEST_08457,13
TEST_08458,12
TEST_08459,17
TEST_08460,5
TEST_08461,8
TEST_08462,13
TEST_08463,8
TEST_08464,5
TEST_08465,14
TEST_08466,12
TEST_08467,0
TEST_08468,15
TEST_08469,12
TEST_08470,16
TEST_08471,18
TEST_08472,6
TEST_08473,8
TEST_08474,12
TEST_08475,4
TEST_08476,20
TEST_08477,17
TEST_08478,0
TEST_08479,6
TEST_08480,8
TEST_08481,3
TEST_08482,7
TEST_08483,15
TEST_08484,13
TEST_08485,8
TEST_08486,15
TEST_08487,12
TEST_08488,8
TEST_08489,16
TEST_08490,18
TEST_08491,15
TEST_08492,14
TEST_08493,12
TEST_08494,5
TEST_08495,7
TEST_08496,19
TEST_08497,3
TEST_08498,12
TEST_08499,8
TEST_08500,9
TEST_08501,19
TEST_08502,8
TEST_08503,6
TEST_08504,14
TEST_08505,18
TEST_08506,9
TEST_08507,0
TEST_08508,12
TEST_08509,20
TEST_08510,8
TEST_08511,7
TEST_08512,8
TEST_08513,12
TEST_08514,14
TEST_08515,15
TEST_08516,3
TEST_08517,3
TEST_08518,12
TEST_08519,18
TEST_08520,3
TEST_08521,11
TEST_08522,0
TEST_08523,14
TEST_08524,17
TEST_08525,7
TEST_08526,3
TEST_08527,15
TEST_08528,8
TEST_08529,14
TEST_08530,7
TEST_08531,0
TEST_08532,5
TEST_08533,10
TEST_08534,6
TEST_08535,14
TEST_08536,9
TEST_08537,12
TEST_08538,10
TEST_08539,11
TEST_08540,12
TEST_08541,7
TEST_08542,8
TEST_08543,14
TEST_08544,11
TEST_08545,12
TEST_08546,8
TEST_08547,18
TEST_08548,12
TEST_08549,5
TEST_08550,12
TEST_08551,4
TEST_08552,19
TEST_08553,9
TEST_08554,18
TEST_08555,12
TEST_08556,1
TEST_08557,8
TEST_08558,10
TEST_08559,15
TEST_08560,17
TEST_08561,20
TEST_08562,10
TEST_08563,11
TEST_08564,20
TEST_08565,19
TEST_08566,2
TEST_08567,2
TEST_08568,20
TEST_08569,14
TEST_08570,15
TEST_08571,12
TEST_08572,5
TEST_08573,0
TEST_08574,8
TEST_08575,12
TEST_08576,6
TEST_08577,0
TEST_08578,1
TEST_08579,16
TEST_08580,9
TEST_08581,4
TEST_08582,6
TEST_08583,9
TEST_08584,0
TEST_08585,8
TEST_08586,14
TEST_08587,19
TEST_08588,12
TEST_08589,14
TEST_08590,5
TEST_08591,8
TEST_08592,12
TEST_08593,13
TEST_08594,11
TEST_08595,19
TEST_08596,18
TEST_08597,10
TEST_08598,8
TEST_08599,2
TEST_08600,1
TEST_08601,15
TEST_08602,5
TEST_08603,17
TEST_08604,1
TEST_08605,6
TEST_08606,7
TEST_08607,19
TEST_08608,16
TEST_08609,12
TEST_08610,7
TEST_08611,15
TEST_08612,3
TEST_08613,10
TEST_08614,13
TEST_08615,8
TEST_08616,13
TEST_08617,8
TEST_08618,9
TEST_08619,12
TEST_08620,8
TEST_08621,18
TEST_08622,9
TEST_08623,14
TEST_08624,7
TEST_08625,11
TEST_08626,14
TEST_08627,17
TEST_08628,11
TEST_08629,14
TEST_08630,9
TEST_08631,12
TEST_08632,6
TEST_08633,12
TEST_08634,5
TEST_08635,3
TEST_08636,12
TEST_08637,3
TEST_08638,12
TEST_08639,18
TEST_08640,12
TEST_08641,4
TEST_08642,0
TEST_08643,12
TEST_08644,5
TEST_08645,10
TEST_08646,0
TEST_08647,12
TEST_08648,17
TEST_08649,18
TEST_08650,12
TEST_08651,13
TEST_08652,17
TEST_08653,19
TEST_08654,7
TEST_08655,4
TEST_08656,5
TEST_08657,12
TEST_08658,18
TEST_08659,20
TEST_08660,13
TEST_08661,18
TEST_08662,9
TEST_08663,8
TEST_08664,12
TEST_08665,4
TEST_08666,11
TEST_08667,12
TEST_08668,12
TEST_08669,14
TEST_08670,18
TEST_08671,12
TEST_08672,1
TEST_08673,14
TEST_08674,10
TEST_08675,16
TEST_08676,15
TEST_08677,19
TEST_08678,10
TEST_08679,7
TEST_08680,14
TEST_08681,13
TEST_08682,3
TEST_08683,14
TEST_08684,12
TEST_08685,15
TEST_08686,2
TEST_08687,4
TEST_08688,8
TEST_08689,3
TEST_08690,19
TEST_08691,8
TEST_08692,0
TEST_08693,16
TEST_08694,13
TEST_08695,6
TEST_08696,9
TEST_08697,20
TEST_08698,3
TEST_08699,3
TEST_08700,12
TEST_08701,16
TEST_08702,17
TEST_08703,17
TEST_08704,2
TEST_08705,19
TEST_08706,4
TEST_08707,20
TEST_08708,7
TEST_08709,4
TEST_08710,0
TEST_08711,12
TEST_08712,7
TEST_08713,11
TEST_08714,12
TEST_08715,5
TEST_08716,19
TEST_08717,8
TEST_08718,19
TEST_08719,15
TEST_08720,5
TEST_08721,20
TEST_08722,17
TEST_08723,10
TEST_08724,20
TEST_08725,16
TEST_08726,14
TEST_08727,10
TEST_08728,19
TEST_08729,13
TEST_08730,19
TEST_08731,12
TEST_08732,9
TEST_08733,20
TEST_08734,11
TEST_08735,4
TEST_08736,4
TEST_08737,15
TEST_08738,9
TEST_08739,0
TEST_08740,15
TEST_08741,6
TEST_08742,2
TEST_08743,8
TEST_08744,9
TEST_08745,18
TEST_08746,12
TEST_08747,9
TEST_08748,6
TEST_08749,1
TEST_08750,8
TEST_08751,4
TEST_08752,12
TEST_08753,10
TEST_08754,13
TEST_08755,20
TEST_08756,12
TEST_08757,5
TEST_08758,18
TEST_08759,8
TEST_08760,10
TEST_08761,12
TEST_08762,11
TEST_08763,3
TEST_08764,8
TEST_08765,20
TEST_08766,11
TEST_08767,12
TEST_08768,12
TEST_08769,15
TEST_08770,7
TEST_08771,0
TEST_08772,1
TEST_08773,6
TEST_08774,18
TEST_08775,10
TEST_08776,8
TEST_08777,10
TEST_08778,15
TEST_08779,6
TEST_08780,12
TEST_08781,4
TEST_08782,3
TEST_08783,10
TEST_08784,10
TEST_08785,19
TEST_08786,8
TEST_08787,2
TEST_08788,4
TEST_08789,12
TEST_08790,4
TEST_08791,17
TEST_08792,10
TEST_08793,0
TEST_08794,12
TEST_08795,1
TEST_08796,12
TEST_08797,13
TEST_08798,15
TEST_08799,14
TEST_08800,7
TEST_08801,1
TEST_08802,13
TEST_08803,12
TEST_08804,12
TEST_08805,14
TEST_08806,12
TEST_08807,6
TEST_08808,13
TEST_08809,4
TEST_08810,6
TEST_08811,8
TEST_08812,10
TEST_08813,4
TEST_08814,13
TEST_08815,6
TEST_08816,6
TEST_08817,19
TEST_08818,10
TEST_08819,18
TEST_08820,11
TEST_08821,4
TEST_08822,1
TEST_08823,0
TEST_08824,8
TEST_08825,1
TEST_08826,15
TEST_08827,20
TEST_08828,17
TEST_08829,20
TEST_08830,15
TEST_08831,5
TEST_08832,9
TEST_08833,14
TEST_08834,7
TEST_08835,8
TEST_08836,6
TEST_08837,16
TEST_08838,18
TEST_08839,11
TEST_08840,10
TEST_08841,10
TEST_08842,20
TEST_08843,15
TEST_08844,15
TEST_08845,16
TEST_08846,4
TEST_08847,13
TEST_08848,9
TEST_08849,16
TEST_08850,1
TEST_08851,16
TEST_08852,6
TEST_08853,20
TEST_08854,6
TEST_08855,4
TEST_08856,0
TEST_08857,1
TEST_08858,20
TEST_08859,7
TEST_08860,1
TEST_08861,16
TEST_08862,19
TEST_08863,16
TEST_08864,12
TEST_08865,18
TEST_08866,8
TEST_08867,17
TEST_08868,6
TEST_08869,14
TEST_08870,19
TEST_08871,12
TEST_08872,16
TEST_08873,8
TEST_08874,12
TEST_08875,20
TEST_08876,8
TEST_08877,10
TEST_08878,8
TEST_08879,12
TEST_08880,16
TEST_08881,18
TEST_08882,8
TEST_08883,5
TEST_08884,5
TEST_08885,10
TEST_08886,16
TEST_08887,18
TEST_08888,3
TEST_08889,17
TEST_08890,19
TEST_08891,20
TEST_08892,16
TEST_08893,14
TEST_08894,5
TEST_08895,0
TEST_08896,5
TEST_08897,11
TEST_08898,7
TEST_08899,20
TEST_08900,2
TEST_08901,8
TEST_08902,14
